year,topic_0_words
1963,"[('detention', 0.0046021678), ('preventive', 0.004412641), ('agrahayana', 0.0025325546), ('defence', 0.002529411), ('rules', 0.0021747476), ('continuance', 0.0021458268), ('man', 0.0021256057)]"
1963,"[('undertakings', 0.0034771592), ('estimates', 0.0028137437), ('parliament', 0.002522162), ('motions', 0.002260873), ('powers', 0.00172076), ('labour', 0.0016654176)]"
1963,"[('detention', 0.0038012739), ('preventive', 0.0033691707), ('constitution', 0.0028277168), ('agrahayana', 0.0020854347), ('continuance', 0.0019825299)]"
1963,"[('walcott', 0.0023440619), ('security', 0.001908293), ('aircraft', 0.0019003605), ('pakistan', 0.0018188937), ('undertakings', 0.0017671372), ('reply', 0.0017563114), ('plane', 0.0017412544), ('estimates', 0.0017073702)]"
1963,"[('banks', 0.0043226536), ('reserve', 0.0041696904), ('banking', 0.0035499698), ('powers', 0.00269382), ('agrahayana', 0.002445288), ('control', 0.0020869528), ('provisions', 0.0020476328)]"
1963,"[('undertakings', 0.003183116), ('fuel', 0.0021919005), ('cultural', 0.0020490556), ('research', 0.0018076985), ('gupta', 0.0017639936), ('students', 0.0017610043), ('kartika', 0.0017117735)]"
1963,"[('steel', 0.004139195), ('trade', 0.0030267406), ('shah', 0.0025842225), ('kamath', 0.0020671887)]"
1963,"[('slum', 0.0029360785), ('clearance', 0.0022272628), ('problem', 0.0020453858), ('slums', 0.0020333917)]"
1963,"[('sugar', 0.0050486424), ('rule', 0.0029727677), ('prices', 0.0025536127)]"
1963,"[('language', 0.0058307685), ('sanskrit', 0.0046848273), ('trade', 0.0039019142), ('steel', 0.0034246438), ('tea', 0.0025597133), ('heavy', 0.001892853), ('consideration', 0.0018248439)]"
1963,"[('consider', 0.008636888), ('world', 0.0082355905), ('urgent', 0.0074689346), ('calling', 0.0064653438), ('attention', 0.0062187924), ('oral', 0.0058726994), ('bills', 0.005737086)]"
1963,"[('agrahayana', 0.0024005177), ('property', 0.0018608947), ('immovable', 0.0018029796)]"
1963,"[('tribunal', 0.005402707), ('companies', 0.0036711046), ('irrigation', 0.0029492872), ('company', 0.0028425457), ('agrahayana', 0.002212481), ('works', 0.0021498096)]"
1963,"[('steel', 0.0048135724), ('trade', 0.0032727912), ('heavy', 0.0026740835), ('pension', 0.002535475), ('agricultural', 0.002466335), ('agrahayana', 0.0022904144), ('service', 0.0022794283), ('advertisements', 0.002216054)]"
1964,"[('reserve', 0.0025204287), ('institutions', 0.0021459677), ('institution', 0.001818509), ('financial', 0.0017588513), ('industries', 0.0014326313)]"
1964,"[('supply', 0.0035406179), ('technical', 0.0023521425)]"
1964,"[('steel', 0.003801566), ('heavy', 0.0034441967), ('income', 0.0032364153), ('resolution', 0.0029089667), ('countries', 0.0022336687), ('shah', 0.0020514736), ('tax', 0.0018619082)]"
1964,"[('prices', 0.004219719), ('situation', 0.0037237245), ('wheat', 0.002545926), ('defence', 0.0018929812), ('labour', 0.0018285447)]"
1964,"[('medical', 0.0045484877), ('colleges', 0.0023973144), ('planning', 0.002186229), ('control', 0.0021095322), ('ayurveda', 0.0018959872)]"
1964,"[('tax', 0.0029572002), ('transport', 0.0021542974), ('capital', 0.0020034062), ('taxation', 0.001748553), ('pakistan', 0.0015739865)]"
1964,"[('pakistan', 0.0039667585), ('resolution', 0.002479419), ('steel', 0.0024664362), ('handicapped', 0.0024253065), ('heavy', 0.0022690094), ('industries', 0.0020687706), ('kanungo', 0.0019335711)]"
1964,"[('tax', 0.0025173114), ('economy', 0.0023456994), ('economic', 0.0022978818), ('chagla', 0.0017362379)]"
1964,"[('industries', 0.0030321747), ('pakistan', 0.0027349975), ('problem', 0.002691054), ('housing', 0.0021239845)]"
1964,"[('unani', 0.004180053), ('body', 0.003100601), ('commissioner', 0.0029630198), ('ayurvedic', 0.0028684624), ('countries', 0.0027721408), ('medicine', 0.0025651152), ('examinations', 0.002042862), ('examining', 0.0018407152)]"
1964,"[('tax', 0.0027050977), ('problem', 0.0022345146), ('assam', 0.0018169224), ('planning', 0.0014697281), ('industries', 0.0014359942)]"
1964,"[('ticket', 0.00437871), ('drugs', 0.0041575045), ('tickets', 0.0034458195), ('ayurvedic', 0.0028162037), ('drug', 0.002489556), ('trains', 0.001954853), ('medicines', 0.0017828373)]"
1964,"[('resolution', 0.0046995096), ('steel', 0.0038187443), ('trade', 0.00306001), ('heavy', 0.002929991), ('industries', 0.0025452115), ('reforms', 0.0024249419), ('agricultural', 0.0023517692)]"
1964,"[('pakistan', 0.0062193153), ('rehabilitation', 0.0033129225), ('problem', 0.003158818), ('refugees', 0.0026092695), ('khanna', 0.0025633879), ('east', 0.0025522083), ('kamath', 0.0020952432), ('chand', 0.0020497737), ('vishnu', 0.0018146277)]"
1964,"[('productivity', 0.0020965114), ('attention', 0.0019984713), ('pakistan', 0.001997878), ('property', 0.0018553917), ('wakf', 0.0018506816), ('provision', 0.0017290661), ('slum', 0.0016517474)]"
1964,"[('cooperative', 0.0064705745), ('community', 0.004588908), ('raj', 0.0039450238), ('agricultural', 0.0023615207), ('cooperation', 0.002277697), ('panchayati', 0.0022201766), ('panchayat', 0.0022104576), ('credit', 0.0022039483), ('society', 0.0021974626)]"
1964,"[('steel', 0.0066581764), ('dey', 0.0038667868), ('plant', 0.0032671434), ('heavy', 0.0031910974), ('labour', 0.0021509312), ('engineering', 0.0020589957), ('plants', 0.0020489062)]"
1964,"[('private', 0.002824315), ('tax', 0.0027237164), ('capital', 0.0025638228), ('agricultural', 0.0024061822), ('industries', 0.0023062779), ('defence', 0.0022550616)]"
1964,"[('steel', 0.0058191963), ('pakistan', 0.0023409748), ('labour', 0.0020825171), ('iron', 0.002035533), ('plant', 0.0020344232), ('external', 0.0020105084), ('china', 0.0019307976)]"
1964,"[('ram', 0.002880233), ('vicepresident', 0.0026110937), ('lal', 0.0023583113), ('rao', 0.0023480195), ('pakistan', 0.0019854133), ('kashmir', 0.0019682902), ('prasad', 0.0018990746)]"
1964,"[('charges', 0.0068263565), ('sum', 0.0065864217)]"
1964,"[('pakistan', 0.003974034), ('kashmir', 0.003280458), ('judges', 0.0032309752), ('circus', 0.0030480928), ('world', 0.0028115206), ('steel', 0.00228625)]"
1964,"[('traffic', 0.0035030327), ('since', 0.0023448193), ('coaches', 0.0017373617), ('staff', 0.001735187), ('transport', 0.0017328017)]"
1964,"[('sum', 0.0025176432), ('textbooks', 0.0024775374), ('schools', 0.002387287), ('research', 0.0022437954)]"
1964,"[('pakistan', 0.0054959524), ('china', 0.004241793), ('world', 0.0041573737), ('countries', 0.003498711), ('position', 0.002508687), ('nonalignment', 0.002337346)]"
1964,"[('pakistan', 0.009268), ('east', 0.006085065), ('communal', 0.0042898087), ('calcutta', 0.0036509878), ('place', 0.0028331317), ('kashmir', 0.0027141944), ('nanda', 0.0024359156), ('disturbances', 0.0023651544), ('problem', 0.0022869494)]"
1964,"[('university', 0.0026369703), ('schools', 0.00244277), ('raju', 0.0021270846), ('language', 0.0020413478), ('research', 0.001960207), ('students', 0.001958833)]"
1964,"[('pakistan', 0.0028999967), ('supply', 0.0023097391), ('east', 0.0022291024)]"
1964,"[('private', 0.0042150114), ('steel', 0.0034637798), ('rubber', 0.0026382706), ('heavy', 0.002430604), ('natural', 0.0020259793), ('kanungo', 0.002006177), ('iron', 0.0019974364), ('plant', 0.0019959467), ('industries', 0.0019924084)]"
1964,"[('pakistan', 0.0042691054), ('chavan', 0.0019094754), ('administration', 0.00161907)]"
1964,"[('steel', 0.003911848), ('heavy', 0.0029866432), ('pakistan', 0.0026978112), ('assets', 0.0022785922), ('vishnu', 0.002170206)]"
1964,"[('book', 0.002640517), ('pakistan', 0.0020045647), ('political', 0.0018608453), ('problem', 0.0016179458), ('scheduled', 0.0016092912), ('kashmir', 0.0015981708)]"
1964,"[('services', 0.002037735), ('service', 0.0020150677), ('pakistan', 0.0019744218)]"
1964,"[('trade', 0.0077997083), ('countries', 0.0053225467), ('export', 0.0049788747), ('tea', 0.0035220364), ('exports', 0.0034378394), ('international', 0.0027362898), ('labour', 0.0021457917)]"
1964,"[('planning', 0.004376098), ('sum', 0.0029103018), ('tax', 0.002437944)]"
1964,"[('pakistan', 0.004133482), ('functions', 0.0020947892), ('border', 0.0020481218), ('east', 0.0020286501), ('discharging', 0.0019506343)]"
1964,"[('trade', 0.0025142636), ('countries', 0.002128605), ('raj', 0.0017487899), ('broadcasting', 0.0016986687), ('service', 0.0016724691), ('tea', 0.0015179644)]"
1964,"[('tax', 0.0036802925), ('steel', 0.002856242), ('companies', 0.002581321), ('capital', 0.0024852261), ('incometax', 0.0023614787), ('private', 0.0018819774)]"
1964,"[('sugar', 0.0024642397), ('transport', 0.002455059), ('pakistan', 0.00214091), ('functions', 0.0020365273), ('thomas', 0.0017020148)]"
1964,"[('labour', 0.004049041), ('workers', 0.002776699), ('employment', 0.0020061012), ('satya', 0.0018765315), ('press', 0.0017750973)]"
1964,"[('tax', 0.011040602), ('bonus', 0.0066942913), ('shares', 0.005106117), ('capital', 0.004747935), ('income', 0.0036919604), ('incometax', 0.0033402233), ('share', 0.00286668)]"
1964,"[('pakistan', 0.0035474133), ('discharging', 0.0021190278), ('kashmir', 0.0019356505), ('nanda', 0.0018597327)]"
1964,"[('workers', 0.0051344284), ('labour', 0.0030643695), ('defence', 0.002880774), ('wage', 0.0022818116), ('rao', 0.0017452842)]"
1964,"[('planning', 0.0025205258), ('administration', 0.0020140086), ('trivedi', 0.0016968226), ('labour', 0.0016587123)]"
1964,"[('film', 0.0049943267), ('defence', 0.0046688127), ('pakistan', 0.004638561), ('steel', 0.002907867), ('films', 0.0027890468), ('united', 0.002698309), ('east', 0.002557779), ('thing', 0.0025370189), ('world', 0.002533026)]"
1964,"[('kanungo', 0.0030207082), ('steel', 0.0030177564), ('heavy', 0.0026312685), ('engineering', 0.002284761), ('emergency', 0.0021277487), ('resolution', 0.002118725), ('trade', 0.0019895937), ('export', 0.0019002522)]"
1964,"[('defence', 0.009421231), ('army', 0.0058730613), ('forces', 0.0024916215), ('pakistan', 0.0024536469), ('air', 0.0022700692)]"
1964,"[('tax', 0.0056657013), ('income', 0.004817143), ('incometax', 0.0045770416), ('estate', 0.0035136014), ('amendments', 0.0030287951), ('pay', 0.002898038)]"
1964,"[('resolution', 0.00434735), ('tax', 0.0035831234), ('companies', 0.003127833), ('capital', 0.0030421005), ('political', 0.0019941072), ('peoples', 0.0018170043), ('corruption', 0.0017599174), ('super', 0.0017576452)]"
1964,"[('transport', 0.006394421), ('defence', 0.00423514), ('road', 0.0029848777), ('chavan', 0.0026341695), ('nath', 0.0020458638)]"
1964,"[('defence', 0.0031948239), ('chavan', 0.0021500238), ('pakistan', 0.002119524), ('employees', 0.0020967827), ('chinese', 0.0020061238)]"
1964,"[('transport', 0.0022919523), ('constitution', 0.0019117972), ('raj', 0.001661445), ('bahadur', 0.0014617144), ('ram', 0.0014482765), ('important', 0.0014066371)]"
1964,"[('circus', 0.0037066482), ('parliament', 0.0028393727), ('constitution', 0.002814459), ('steel', 0.0027885581)]"
1964,"[('post', 0.0026545862), ('offices', 0.0026406636), ('sen', 0.0022621476), ('posts', 0.001987789), ('attention', 0.001744758)]"
1964,"[('goa', 0.005697971), ('constitution', 0.003642403), ('vishnu', 0.0032280665), ('kamath', 0.0030089214), ('defence', 0.0025303161), ('ranga', 0.0021447986), ('ceiling', 0.0021185954)]"
1964,"[('dasappa', 0.0020139986), ('class', 0.0018869633), ('vishnu', 0.0018495827), ('traffic', 0.0016722892)]"
1964,"[('irrigation', 0.0018907998), ('telephone', 0.0018554108)]"
1964,"[('pakistan', 0.0037527333), ('defence', 0.0025718943), ('pakistani', 0.002310657), ('kamath', 0.0020174019), ('thing', 0.0016158842), ('dasappa', 0.0015483134)]"
1964,"[('constitution', 0.0043367203), ('reforms', 0.003996455), ('compensation', 0.0025562493), ('ceiling', 0.0023276003), ('seventeenth', 0.0022732639), ('property', 0.0019700797), ('legislation', 0.0019346679)]"
1964,"[('prices', 0.0035470368), ('steel', 0.0030135456), ('kamath', 0.0027846708), ('agricultural', 0.0026536877), ('countries', 0.0024877342), ('trade', 0.0017601171)]"
1964,"[('medical', 0.00960581), ('council', 0.0036917161), ('gas', 0.0024886394), ('acquisition', 0.0022735216), ('acquired', 0.0019599765), ('natural', 0.0018665454), ('possible', 0.0018507427), ('prices', 0.0017986402)]"
1964,"[('teachers', 0.0028172494), ('trade', 0.0023734758), ('tax', 0.0020736456), ('primary', 0.0015819615), ('possible', 0.0014598663)]"
1964,"[('medical', 0.0057158316), ('language', 0.0041299085), ('university', 0.0026568691), ('prachar', 0.0024363252), ('colleges', 0.0019261541)]"
1964,"[('irrigation', 0.0051846295), ('labour', 0.002000503), ('defence', 0.0019557984)]"
1964,"[('irrigation', 0.0048898873), ('potential', 0.0024126258), ('rajasthan', 0.0021407516), ('electricity', 0.0020926544), ('punjab', 0.0019438819), ('acres', 0.0018564522), ('rao', 0.0018404875)]"
1964,"[('constitution', 0.0018875339), ('ram', 0.0012840743), ('secretary', 0.0010660401), ('police', 0.0010534322)]"
1964,"[('constitution', 0.0049486835), ('legislation', 0.0036252588), ('steel', 0.0022215624), ('acts', 0.0018032569), ('labour', 0.0017973866), ('defence', 0.001773634)]"
1964,"[('sugar', 0.0030701275), ('constitution', 0.002749781), ('ram', 0.0024818464), ('rao', 0.001577173), ('cooperative', 0.0014435145)]"
1964,"[('adulteration', 0.002394948), ('slums', 0.00235242), ('slum', 0.0015037542), ('problem', 0.0014338862), ('houses', 0.0014273183)]"
1964,"[('gold', 0.0093834065), ('control', 0.0042404933), ('ornaments', 0.0018288242)]"
1964,"[('steel', 0.0032765872), ('gold', 0.002876331), ('banks', 0.0026493876), ('trade', 0.0022301653), ('heavy', 0.0021903135), ('resolution', 0.0019343805), ('private', 0.0018815175)]"
1964,"[('world', 0.008213356), ('man', 0.004411347), ('freedom', 0.0040361406), ('nehru', 0.0039926157), ('leader', 0.0038460926), ('jawaharlal', 0.0031571002), ('nation', 0.0029700508), ('sense', 0.002848653)]"
1964,"[('labour', 0.0023204337), ('workers', 0.0020557444), ('flood', 0.0019853888), ('asvina', 0.0018658167), ('notice', 0.0016869605)]"
1964,"[('steel', 0.0018571208), ('asvina', 0.0018350281), ('resolution', 0.0016076409), ('nath', 0.0013878221), ('corruption', 0.0013857525)]"
1964,"[('hal', 0.0018381313), ('situation', 0.0015759703), ('bhadra', 0.0013647507), ('lal', 0.0012915811), ('conference', 0.0012835426)]"
1964,"[('prices', 0.0030905746), ('wheat', 0.0023946473), ('situation', 0.0021900034), ('agricultural', 0.0020968895), ('bhadra', 0.0017084456)]"
1964,"[('prices', 0.0028255628), ('bhadra', 0.0023257222), ('problem', 0.0017387597), ('situation', 0.001662871), ('agricultural', 0.0014698802)]"
1964,"[('situation', 0.00326582), ('prices', 0.0022976566), ('gsr', 0.0018882212), ('bhadra', 0.0018495949), ('control', 0.0014996885), ('election', 0.001277648)]"
1964,"[('steel', 0.002799846), ('kashmir', 0.0016021986), ('plant', 0.001565689), ('bhadra', 0.0013023074), ('constitution', 0.0012104511), ('iron', 0.0011921487)]"
1964,"[('defence', 0.0031974674), ('congress', 0.0026360427), ('noconfidence', 0.0019792137), ('council', 0.0018423178), ('corruption', 0.0018197541), ('bhadra', 0.0015277305)]"
1964,"[('wheat', 0.001612653), ('opposition', 0.0014487954), ('bhadra', 0.001281657)]"
1964,"[('noconfidence', 0.0026054748), ('council', 0.002121811), ('bhadra', 0.0020782438), ('opposition', 0.0019962327), ('corruption', 0.0019130757)]"
1964,"[('council', 0.0021588656), ('whole', 0.0020355643), ('nath', 0.0017646728), ('walcott', 0.0016782525), ('bhadra', 0.0015847463), ('noconfidence', 0.0015274025)]"
1964,"[('prices', 0.0027792165), ('steel', 0.0022293), ('trade', 0.0014019712), ('bhadra', 0.0013553912), ('tea', 0.0013328939), ('resolution', 0.0012239128)]"
1964,"[('employees', 0.0036487007), ('company', 0.0025267468), ('investigation', 0.002407617), ('bhadra', 0.0021299853), ('defence', 0.0020553686), ('companies', 0.0019872878)]"
1964,"[('kerala', 0.0022530907), ('congress', 0.0020196869), ('notes', 0.0017927024), ('warior', 0.0017385058), ('armed', 0.001681565), ('leader', 0.0015150241), ('service', 0.0015143044)]"
1964,"[('kerala', 0.0070355297), ('congress', 0.0055014635), ('rule', 0.0027486286), ('communist', 0.0019611446), ('democracy', 0.0019118537), ('majority', 0.0016271436)]"
1964,"[('judges', 0.0034423561), ('judiciary', 0.0021810618), ('justice', 0.0020413569), ('kerala', 0.0019013438), ('kamath', 0.001871909)]"
1964,"[('countries', 0.0030838186), ('family', 0.0030690555), ('hindu', 0.0024185844), ('steel', 0.0022761961), ('parliament', 0.0018744491), ('reddy', 0.0018316353)]"
1964,"[('china', 0.005345023), ('defence', 0.004334417), ('pakistan', 0.003755306), ('countries', 0.0029869692), ('international', 0.0027032646), ('chinese', 0.0026709416), ('world', 0.0026460316), ('united', 0.0023892636), ('nations', 0.0020582199)]"
1964,"[('tax', 0.003160448), ('incometax', 0.0021431353), ('press', 0.0020028304), ('agricultural', 0.0017902603), ('cooperative', 0.0017485913), ('limit', 0.0016921485)]"
1964,"[('press', 0.0054775253), ('council', 0.004028889), ('asvina', 0.0021172534), ('newspapers', 0.0016692962)]"
1964,"[('wealthtax', 0.0038493818), ('wealth', 0.0033982035), ('tax', 0.0029407907), ('provision', 0.0021119334), ('opinion', 0.0020871547)]"
1964,"[('wealthtax', 0.002347094), ('measures', 0.0023466342), ('agrahayana', 0.00217256), ('international', 0.0021341103), ('kamath', 0.0021009953), ('chagla', 0.0019843404), ('vishnu', 0.001914967), ('weights', 0.0019080018)]"
1964,"[('exchange', 0.0068298397), ('housing', 0.002957991), ('agrahayana', 0.0018914987), ('provisions', 0.0017721821), ('trade', 0.0016767322), ('pay', 0.00165419)]"
1964,"[('car', 0.0039133253), ('cars', 0.0027649922), ('constitution', 0.002109061), ('manufacture', 0.002024405), ('export', 0.0016085921), ('industries', 0.0014434779)]"
